job_id,job_title,company_name,industry,job_location,employment_type,experience_required_years,salary_min,salary_max,skills_required,education_required,posted_date,scrape_date,job_source
1218,Data Analyst,Byjus,Healthcare Technology,Chandigarh,Full-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,03-05-2023,03-06-2023,SimplyHired
1219,SEO Specialist,IBM India,Cybersecurity,Berlin,Part-time,11,35000,90000,"SEO, SEM, Google Analytics, Social Media, Content Creation, Digital Marketing",Bachelor's in Marketing / Business / Communication,04-05-2023,04-06-2023,Referral
1220,IT Support Specialist,Swiggy,BPO / KPO,Toronto,Contract,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,05-05-2023,05-06-2023,Upwork
1221,Data Analyst,Meta,Information Technology,Ahmedabad,Freelance,2,40000,70000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,06-05-2023,06-06-2023,GitHub Jobs
1222,Social Media Executive,Zoho,Banking & Insurance,Bhopal,Part-time,11,35000,90000,"SEO, SEM, Google Analytics, Social Media, Content Creation, Digital Marketing",Bachelor's in Marketing / Business / Communication,07-05-2023,07-06-2023,LinkedIn
1223,Marketing Executive,Paytm,Financial Services,Toronto,Contract,11,35000,90000,"SEO, SEM, Google Analytics, Social Media, Content Creation, Digital Marketing",Bachelor's in Marketing / Business / Communication,08-05-2023,08-06-2023,GitHub Jobs
1224,Cloud Data Engineer,Teleperformance,EdTech,Nagpur,Contract,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,09-05-2023,09-06-2023,SimplyHired
1225,Operations Executive,Ola,Human Resources Services,Bengaluru,Internship,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,10-05-2023,10-06-2023,Naukri.com
1226,Cybersecurity Analyst,HGS,Information Technology,Paris,Contract,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,11-05-2023,11-06-2023,CareerBuilder
1227,Marketing Executive,Teleperformance,Cybersecurity,Bengaluru,Part-time,11,35000,90000,"SEO, SEM, Google Analytics, Social Media, Content Creation, Digital Marketing",Bachelor's in Marketing / Business / Communication,12-05-2023,12-06-2023,Referral
1228,Power BI Developer,WNS Global Services,Product & SaaS,San Francisco,Internship,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,13-05-2023,13-06-2023,LinkedIn
1229,Data Analyst,Zensar Technologies,Cloud Computing,Kolkata,Full-time,2,40000,70000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,14-05-2023,14-06-2023,Freelancer
1230,SEO Specialist,Paytm,IT Services,Jaipur,Full-time,11,35000,90000,"SEO, SEM, Google Analytics, Social Media, Content Creation, Digital Marketing",Bachelor's in Marketing / Business / Communication,15-05-2023,15-06-2023,GitHub Jobs
1231,Information Security Engineer,LTIMindtree,Business Consulting,Chandigarh,Part-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,16-05-2023,16-06-2023,SimplyHired
1232,Helpdesk Analyst,Meta,Digital Marketing,Ranchi,Internship,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,17-05-2023,17-06-2023,Freelancer
1233,Data Analyst,Microsoft,Product & SaaS,San Francisco,Freelance,2,40000,70000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,18-05-2023,18-06-2023,AngelList
1234,Full Stack Developer,Freshworks,Cybersecurity,Delhi,Full-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,19-05-2023,19-06-2023,Glassdoor
1235,Platform Engineer,Zomato,Artificial Intelligence,Kochi,Internship,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,20-05-2023,20-06-2023,CareerBuilder
1236,SEO Specialist,KPMG,Product & SaaS,Gurgaon,Freelance,11,35000,90000,"SEO, SEM, Google Analytics, Social Media, Content Creation, Digital Marketing",Bachelor's in Marketing / Business / Communication,21-05-2023,21-06-2023,LinkedIn
1237,SEO Specialist,Cyient,Telecom,Paris,Internship,11,35000,90000,"SEO, SEM, Google Analytics, Social Media, Content Creation, Digital Marketing",Bachelor's in Marketing / Business / Communication,22-05-2023,22-06-2023,Upwork
1238,IT Support Specialist,EY,Business Consulting,Toronto,Full-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,23-05-2023,23-06-2023,GitHub Jobs
1239,Customer Support Executive,Cyient,Healthcare Technology,Bengaluru,Part-time,1,15000,30000,"Communication, Customer Service, CRM, Problem Solving",High School / Diploma,24-05-2023,24-06-2023,SimplyHired
1240,Customer Service Manager,Birlasoft,Software Development,Hyderabad,Freelance,1,15000,30000,"Communication, Customer Service, CRM, Problem Solving",High School / Diploma,25-05-2023,25-06-2023,Upwork
1241,Technical Support Executive,Teleperformance,Cybersecurity,Mumbai,Internship,1,15000,30000,"Communication, Customer Service, CRM, Problem Solving",High School / Diploma,26-05-2023,26-06-2023,TimesJobs
1242,Operations Executive,SAP,Human Resources Services,Nagpur,Full-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,27-05-2023,27-06-2023,TimesJobs
1243,Recruitment Executive,Birlasoft,EdTech,Kochi,Contract,10,30000,70000,"Recruitment, HR Policies, Payroll, Communication, Employee Engagement",Bachelor's in HR / Management / Psychology,28-05-2023,28-06-2023,LinkedIn
1244,Call Center Agent,Google,Artificial Intelligence,Hyderabad,Freelance,1,15000,30000,"Communication, Customer Service, CRM, Problem Solving",High School / Diploma,29-05-2023,29-06-2023,Indeed
1245,Data Analyst,Ola,Logistics & Supply Chain,Patna,Internship,2,40000,70000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,30-05-2023,30-06-2023,SimplyHired
1246,Prompt Engineer,Infosys,Financial Services,Chandigarh,Part-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,31-05-2023,01-07-2023,Indeed
1247,Call Center Agent,Paytm,Financial Services,Kolkata,Freelance,1,15000,30000,"Communication, Customer Service, CRM, Problem Solving",High School / Diploma,01-06-2023,02-07-2023,Company Website
1248,Analytics Engineer,Sutherland Global,Information Technology,Kochi,Contract,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,02-06-2023,03-07-2023,Indeed
1249,Call Center Agent,Google,Artificial Intelligence,Pune,Part-time,1,15000,30000,"Communication, Customer Service, CRM, Problem Solving",High School / Diploma,03-06-2023,04-07-2023,Stack Overflow Jobs
1250,Data Analyst,Sutherland Global,Data & Analytics,Noida,Part-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,04-06-2023,05-07-2023,LinkedIn
1251,Recruitment Executive,HGS,Information Technology,Indore,Part-time,10,30000,70000,"Recruitment, HR Policies, Payroll, Communication, Employee Engagement",Bachelor's in HR / Management / Psychology,05-06-2023,06-07-2023,Referral
1252,Customer Support Executive,Ola,BPO / KPO,Goa,Contract,1,15000,30000,"Communication, Customer Service, CRM, Problem Solving",High School / Diploma,06-06-2023,07-07-2023,Company Website
1253,Business Intelligence Analyst,Reliance Jio,IT Services,Ranchi,Internship,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,07-06-2023,08-07-2023,Freelancer
1254,Growth Analyst,Persistent Systems,Cybersecurity,Gurgaon,Freelance,11,35000,90000,"SEO, SEM, Google Analytics, Social Media, Content Creation, Digital Marketing",Bachelor's in Marketing / Business / Communication,08-06-2023,09-07-2023,Company Website
1255,Cloud Solutions Architect,Salesforce,E-commerce,Patna,Freelance,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,09-06-2023,10-07-2023,Freelancer
1256,Platform Engineer,Tata Consultancy Services,Information Technology,Berlin,Internship,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,10-06-2023,11-07-2023,Company Website
1257,Data Analyst,WNS Global Services,Product & SaaS,Pune,Freelance,2,40000,70000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,11-06-2023,12-07-2023,Glassdoor
1258,Platform Engineer,LTIMindtree,Digital Marketing,Kolkata,Freelance,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,12-06-2023,13-07-2023,Stack Overflow Jobs
1259,Digital Marketing Analyst,Deloitte,Digital Marketing,Paris,Contract,11,35000,90000,"SEO, SEM, Google Analytics, Social Media, Content Creation, Digital Marketing",Bachelor's in Marketing / Business / Communication,13-06-2023,14-07-2023,Freelancer
1260,Cloud Solutions Architect,Ola,E-commerce,Delhi,Contract,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,14-06-2023,15-07-2023,Referral
1261,Recruitment Executive,Byjus,Software Development,Gurgaon,Contract,10,30000,70000,"Recruitment, HR Policies, Payroll, Communication, Employee Engagement",Bachelor's in HR / Management / Psychology,15-06-2023,16-07-2023,Indeed
1262,QA Analyst,Flipkart,EdTech,Patna,Internship,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,16-06-2023,17-07-2023,CareerBuilder
1263,Financial Analyst,EY,BPO / KPO,Ahmedabad,Full-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,17-06-2023,18-07-2023,Freelancer
1264,Platform Engineer,Persistent Systems,Cloud Computing,Indore,Internship,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,18-06-2023,19-07-2023,Naukri.com
1265,Software Engineer,Concentrix,EdTech,Kolkata,Internship,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,19-06-2023,20-07-2023,Glassdoor
1266,AI Engineer,Tech Mahindra,Business Consulting,Kochi,Freelance,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,20-06-2023,21-07-2023,CareerBuilder
1267,Power BI Developer,Infosys,Logistics & Supply Chain,Hyderabad,Part-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,21-06-2023,22-07-2023,TimesJobs
1268,Data Analyst,Google,Cybersecurity,Lucknow,Freelance,2,40000,70000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,22-06-2023,23-07-2023,LinkedIn
1269,Information Security Engineer,Salesforce,Product & SaaS,Bengaluru,Internship,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,23-06-2023,24-07-2023,Freelancer
1270,Data Scientist,Flipkart,Logistics & Supply Chain,Delhi,Internship,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,24-06-2023,25-07-2023,TimesJobs
1271,Call Center Agent,KPMG,Product & SaaS,Pune,Contract,1,15000,30000,"Communication, Customer Service, CRM, Problem Solving",High School / Diploma,25-06-2023,26-07-2023,Upwork
1272,Data Analyst,Capgemini,Telecom,New York,Part-time,2,40000,70000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,26-06-2023,27-07-2023,Naukri.com
1273,Cloud Data Engineer,Zensar Technologies,Software Development,Goa,Part-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,27-06-2023,28-07-2023,Referral
1274,Senior Data Analyst,Ola,Financial Services,Mumbai,Full-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,28-06-2023,29-07-2023,AngelList
1275,Customer Support Executive,SAP,Software Development,Noida,Freelance,1,15000,30000,"Communication, Customer Service, CRM, Problem Solving",High School / Diploma,29-06-2023,30-07-2023,Referral
1276,Content Analyst,Uber,Artificial Intelligence,London,Contract,11,35000,90000,"SEO, SEM, Google Analytics, Social Media, Content Creation, Digital Marketing",Bachelor's in Marketing / Business / Communication,30-06-2023,31-07-2023,Referral
1277,DevOps Engineer,Cognizant,Retail,Chennai,Freelance,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,01-07-2023,01-08-2023,TimesJobs
1278,IT Support Specialist,Hexaware Technologies,Retail,Bengaluru,Part-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,02-07-2023,02-08-2023,Stack Overflow Jobs
1279,Telemarketing Executive,Oracle,Digital Marketing,Chennai,Contract,12,30000,120000,"Negotiation, CRM, Communication, Lead Generation, Presentation",Bachelor's in Business / Marketing / Management,03-07-2023,03-08-2023,CareerBuilder
1280,Risk & Compliance Analyst,Teleperformance,Financial Services,Singapore,Contract,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,04-07-2023,04-08-2023,SimplyHired
1281,Data Scientist,Mphasis,Data & Analytics,Bengaluru,Full-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,05-07-2023,05-08-2023,Upwork
1282,Project Coordinator,Meta,Healthcare Technology,Delhi,Internship,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,06-07-2023,06-08-2023,SimplyHired
1283,Business Analyst,HCL Technologies,Information Technology,Berlin,Contract,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,07-07-2023,07-08-2023,Monster
1284,Software Engineer,Freshworks,Information Technology,Indore,Part-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,08-07-2023,08-08-2023,Monster
1285,HR Analyst,Ola,Human Resources Services,London,Freelance,10,30000,70000,"Recruitment, HR Policies, Payroll, Communication, Employee Engagement",Bachelor's in HR / Management / Psychology,09-07-2023,09-08-2023,CareerBuilder
1286,Recruitment Executive,HCL Technologies,Logistics & Supply Chain,Goa,Full-time,10,30000,70000,"Recruitment, HR Policies, Payroll, Communication, Employee Engagement",Bachelor's in HR / Management / Psychology,10-07-2023,10-08-2023,SimplyHired
1287,Technical Support Executive,Concentrix,Artificial Intelligence,Ranchi,Contract,1,15000,30000,"Communication, Customer Service, CRM, Problem Solving",High School / Diploma,11-07-2023,11-08-2023,Freelancer
1288,Fraud Detection Analyst,Mphasis,IT Services,Toronto,Part-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,12-07-2023,12-08-2023,Freelancer
1289,Recruitment Executive,Uber,Cloud Computing,Singapore,Full-time,10,30000,70000,"Recruitment, HR Policies, Payroll, Communication, Employee Engagement",Bachelor's in HR / Management / Psychology,13-07-2023,13-08-2023,CareerBuilder
1290,Marketing Executive,PhonePe,Financial Services,Jaipur,Freelance,11,35000,90000,"SEO, SEM, Google Analytics, Social Media, Content Creation, Digital Marketing",Bachelor's in Marketing / Business / Communication,14-07-2023,14-08-2023,SimplyHired
1291,QA Analyst,Adobe,Data & Analytics,Lucknow,Freelance,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,15-07-2023,15-08-2023,Stack Overflow Jobs
1292,Fraud Detection Analyst,Mphasis,Product & SaaS,Singapore,Freelance,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,16-07-2023,16-08-2023,Referral
1293,Telemarketing Executive,PwC,Product & SaaS,Paris,Part-time,12,30000,120000,"Negotiation, CRM, Communication, Lead Generation, Presentation",Bachelor's in Business / Marketing / Management,17-07-2023,17-08-2023,AngelList
1294,Digital Marketing Analyst,Reliance Jio,Data & Analytics,Nagpur,Internship,11,35000,90000,"SEO, SEM, Google Analytics, Social Media, Content Creation, Digital Marketing",Bachelor's in Marketing / Business / Communication,18-07-2023,18-08-2023,Upwork
1295,Project Coordinator,Byjus,Logistics & Supply Chain,Kolkata,Full-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,19-07-2023,19-08-2023,Referral
1296,Cloud Data Engineer,WNS Global Services,Human Resources Services,Chandigarh,Freelance,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,20-07-2023,20-08-2023,TimesJobs
1297,Cloud Solutions Architect,PwC,Product & SaaS,Jaipur,Full-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,21-07-2023,21-08-2023,Monster
1298,Sales Executive,Flipkart,Human Resources Services,Pune,Part-time,12,30000,120000,"Negotiation, CRM, Communication, Lead Generation, Presentation",Bachelor's in Business / Marketing / Management,22-07-2023,22-08-2023,CareerBuilder
1299,Generative AI Engineer,Adobe,E-commerce,Pune,Full-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,23-07-2023,23-08-2023,Referral
1300,Business Intelligence Analyst,Paytm,Information Technology,New York,Part-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,24-07-2023,24-08-2023,TimesJobs
1301,Recruitment Executive,Concentrix,Banking & Insurance,Toronto,Contract,10,30000,70000,"Recruitment, HR Policies, Payroll, Communication, Employee Engagement",Bachelor's in HR / Management / Psychology,25-07-2023,25-08-2023,Upwork
1302,Power BI Developer,Mphasis,Cloud Computing,San Francisco,Contract,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,26-07-2023,26-08-2023,SimplyHired
1303,IT Support Specialist,IBM India,Cybersecurity,Singapore,Freelance,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,27-07-2023,27-08-2023,CareerBuilder
1304,Telemarketing Executive,Microsoft,Artificial Intelligence,Delhi,Freelance,12,30000,120000,"Negotiation, CRM, Communication, Lead Generation, Presentation",Bachelor's in Business / Marketing / Management,28-07-2023,28-08-2023,Glassdoor
1305,Data Scientist,PwC,Healthcare Technology,Bengaluru,Full-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,29-07-2023,29-08-2023,LinkedIn
1306,Customer Service Manager,Google,Digital Marketing,Paris,Contract,1,15000,30000,"Communication, Customer Service, CRM, Problem Solving",High School / Diploma,30-07-2023,30-08-2023,Naukri.com
1307,Growth Analyst,IBM India,EdTech,Sydney,Contract,11,35000,90000,"SEO, SEM, Google Analytics, Social Media, Content Creation, Digital Marketing",Bachelor's in Marketing / Business / Communication,31-07-2023,31-08-2023,Indeed
1308,Call Center Agent,Zoho,Healthcare Technology,Chandigarh,Part-time,1,15000,30000,"Communication, Customer Service, CRM, Problem Solving",High School / Diploma,01-08-2023,01-09-2023,TimesJobs
1309,Test Engineer,Birlasoft,Cloud Computing,Goa,Contract,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,02-08-2023,02-09-2023,TimesJobs
1310,Helpdesk Analyst,Tata Consultancy Services,Cloud Computing,Bengaluru,Freelance,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,03-08-2023,03-09-2023,Naukri.com
1311,Power BI Developer,Cognizant,Cybersecurity,Chennai,Full-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,04-08-2023,04-09-2023,Glassdoor
1312,Prompt Engineer,Tech Mahindra,Financial Services,Nagpur,Part-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,05-08-2023,05-09-2023,SimplyHired
1313,Financial Analyst,Flipkart,Financial Services,Chennai,Part-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,06-08-2023,06-09-2023,Glassdoor
1314,BPO Team Lead,PhonePe,Retail,Gurgaon,Full-time,1,15000,30000,"Communication, Customer Service, CRM, Problem Solving",High School / Diploma,07-08-2023,07-09-2023,GitHub Jobs
1315,Full Stack Developer,Concentrix,Financial Services,Gurgaon,Contract,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,08-08-2023,08-09-2023,Upwork
1316,Generative AI Engineer,Birlasoft,Banking & Insurance,Raipur,Part-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,09-08-2023,09-09-2023,Referral
1317,Data Analyst,PwC,Human Resources Services,Sydney,Full-time,2,40000,70000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,10-08-2023,10-09-2023,GitHub Jobs
1318,Product Analyst,Genpact,Telecom,Paris,Contract,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,11-08-2023,11-09-2023,Referral
1319,Power BI Developer,Reliance Jio,Software Development,Chennai,Freelance,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,12-08-2023,12-09-2023,AngelList
1320,AI Engineer,Freshworks,IT Services,Pune,Internship,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,13-08-2023,13-09-2023,Stack Overflow Jobs
1321,Data Analyst,Flipkart,Human Resources Services,Kolkata,Internship,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,14-08-2023,14-09-2023,SimplyHired
1322,Data Analyst,WNS Global Services,Product & SaaS,Chandigarh,Full-time,2,40000,70000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,15-08-2023,15-09-2023,TimesJobs
1323,Power BI Developer,HGS,Product & SaaS,Dubai,Full-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,16-08-2023,16-09-2023,CareerBuilder
1324,Power BI Developer,Infosys,Telecom,Nagpur,Contract,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,17-08-2023,17-09-2023,Freelancer
1325,Risk & Compliance Analyst,Teleperformance,Healthcare Technology,Delhi,Full-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,18-08-2023,18-09-2023,SimplyHired
1326,AI Engineer,Zomato,Product & SaaS,Pune,Internship,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,19-08-2023,19-09-2023,CareerBuilder
1327,Data Analyst,Sutherland Global,IT Services,Bhopal,Internship,2,40000,70000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,20-08-2023,20-09-2023,CareerBuilder
1328,QA Analyst,EY,Cybersecurity,Mumbai,Internship,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,21-08-2023,21-09-2023,Monster
1329,Marketing Executive,KPMG,IT Services,Dubai,Internship,11,35000,90000,"SEO, SEM, Google Analytics, Social Media, Content Creation, Digital Marketing",Bachelor's in Marketing / Business / Communication,22-08-2023,22-09-2023,Glassdoor
1330,Power BI Developer,Adobe,Product & SaaS,Nagpur,Internship,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,23-08-2023,23-09-2023,LinkedIn
1331,Prompt Engineer,Accenture,EdTech,Gurgaon,Full-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,24-08-2023,24-09-2023,Naukri.com
1332,Site Reliability Engineer,SAP,Cybersecurity,Chandigarh,Freelance,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,25-08-2023,25-09-2023,CareerBuilder
1333,Growth Analyst,Sutherland Global,BPO / KPO,Hyderabad,Contract,11,35000,90000,"SEO, SEM, Google Analytics, Social Media, Content Creation, Digital Marketing",Bachelor's in Marketing / Business / Communication,26-08-2023,26-09-2023,Glassdoor
1334,Cloud Data Engineer,Cyient,Retail,Singapore,Full-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,27-08-2023,27-09-2023,Stack Overflow Jobs
1335,Analytics Engineer,KPMG,Cybersecurity,London,Part-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,28-08-2023,28-09-2023,Indeed
1336,IT Support Specialist,Hexaware Technologies,BPO / KPO,Chennai,Full-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,29-08-2023,29-09-2023,Company Website
1337,Recruitment Executive,Byjus,Product & SaaS,Kolkata,Internship,10,30000,70000,"Recruitment, HR Policies, Payroll, Communication, Employee Engagement",Bachelor's in HR / Management / Psychology,30-08-2023,30-09-2023,CareerBuilder
1338,Digital Marketing Analyst,KPMG,Information Technology,Jaipur,Contract,11,35000,90000,"SEO, SEM, Google Analytics, Social Media, Content Creation, Digital Marketing",Bachelor's in Marketing / Business / Communication,31-08-2023,01-10-2023,GitHub Jobs
1339,Software Engineer,Freshworks,Human Resources Services,Singapore,Full-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,01-09-2023,02-10-2023,Indeed
1340,Platform Engineer,KPMG,Financial Services,London,Full-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,02-09-2023,03-10-2023,CareerBuilder
1341,Full Stack Developer,LTIMindtree,Retail,Raipur,Contract,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,03-09-2023,04-10-2023,Monster
